,guest_size,total_interactions,message_length,total_reviews,lead_time,days_of_stay,reply_t,accepted,rt_Entire_home/apt,rt_Private room,rt_Shared room,contact_me,past_booker
19748,4.0,2,452.0,0.0,210,6,492.5166666666667,0,1,0,0,1,0
19749,10.0,2,88.0,2.0,86,30,34.85,0,1,0,0,1,0
19750,3.0,3,140.0,0.0,78,22,716.1166666666667,0,1,0,0,1,0
19751,4.0,9,274.0,4.0,198,7,237.51666666666668,1,1,0,0,0,0
19752,3.0,20,71.0,0.0,16,8,1129.7166666666667,0,1,0,0,0,1
19753,2.0,2,0.0,0.0,26,1,852.0333333333333,0,1,0,0,0,0
19754,1.0,18,232.0,19.0,0,4,8.583333333333334,1,1,0,0,0,0
19757,1.0,2,38.0,15.0,1,3,37.36666666666667,0,1,0,0,1,1
19758,1.0,4,65.0,0.0,73,8,20.03333333333333,0,1,0,0,1,0
19759,4.0,4,178.0,1.0,70,3,64.35000000000001,0,1,0,0,1,0
19760,3.0,5,147.0,0.0,25,21,28.38333333333333,0,1,0,0,1,1
19761,6.0,6,26.0,5.0,22,4,89.08333333333331,1,1,0,0,0,1
19762,3.0,8,98.0,0.0,36,4,173.43333333333337,0,1,0,0,0,1
19763,2.0,6,56.0,15.0,39,5,6.066666666666666,0,1,0,0,1,1
19764,1.0,3,232.0,4.0,31,9,259.35,0,1,0,0,1,1
19768,2.0,7,143.0,2.0,4,2,0.3333333333333333,1,0,1,0,1,1
19776,2.0,2,159.0,0.0,208,6,1016.55,0,1,0,0,1,0
19779,1.0,2,0.0,6.0,59,3,1316.0,0,1,0,0,0,0
19780,4.0,2,168.0,0.0,175,2,50.98333333333333,0,1,0,0,1,1
19783,2.0,9,221.0,5.0,185,24,10.883333333333333,1,1,0,0,0,0
19784,1.0,12,219.0,7.0,11,7,4.6,1,1,0,0,1,0
19785,2.0,21,56.0,46.0,22,2,55.9,1,1,0,0,1,0
19786,2.0,3,122.0,3.0,204,3,1557.0666666666666,0,1,0,0,1,0
19787,4.0,13,420.0,0.0,49,2,1.3666666666666667,0,1,0,0,1,0
19788,1.0,3,435.0,0.0,92,18,363.9333333333333,0,1,0,0,1,0
19789,2.0,2,430.0,2.0,25,4,2211.8166666666666,0,1,0,0,1,1
19795,6.0,20,43.0,43.0,8,6,148.73333333333332,1,1,0,0,0,0
19796,3.0,7,487.0,0.0,129,15,649.15,0,1,0,0,1,0
19800,3.0,4,112.0,0.0,11,3,4.3,0,1,0,0,0,0
19802,4.0,9,125.0,1.0,171,7,0.0,1,0,0,1,1,0
19804,2.0,6,94.0,15.0,60,3,163.5,1,1,0,0,0,0
19805,1.0,4,686.0,127.0,29,2,28.516666666666666,0,0,1,0,1,0
19812,2.0,8,112.0,15.0,1,3,0.38333333333333336,1,1,0,0,1,0
19814,1.0,2,461.0,1.0,161,19,15.51666666666667,0,0,1,0,1,0
19817,4.0,30,118.0,35.0,24,2,455.01666666666665,1,1,0,0,1,0
19818,1.0,3,0.0,74.0,1,2,17.083333333333332,1,0,1,0,0,0
19819,4.0,14,191.0,85.0,185,7,1282.5833333333333,1,1,0,0,1,0
19822,5.0,5,159.0,0.0,16,4,156.63333333333333,0,1,0,0,1,0
19824,2.0,9,188.0,17.0,15,3,627.6833333333333,0,1,0,0,1,1
19825,10.0,18,303.0,23.0,16,3,37.3,1,1,0,0,1,0
19826,3.0,6,80.0,14.0,27,4,458.78333333333336,1,1,0,0,1,0
19827,8.0,4,57.0,5.0,134,2,157.11666666666667,1,1,0,0,1,0
19828,6.0,29,377.0,0.0,201,5,56.51666666666666,1,1,0,0,1,0
19830,3.0,3,150.0,4.0,7,7,929.5666666666667,0,1,0,0,1,1
19831,2.0,2,420.0,127.0,331,6,807.3333333333335,0,0,1,0,1,0
19833,2.0,18,7.0,0.0,98,4,0.0,1,0,1,0,0,1
19834,2.0,3,368.0,34.0,27,5,9.2,1,1,0,0,1,0
19838,1.0,7,0.0,0.0,204,8,568.15,1,0,0,1,0,0
19843,1.0,12,309.0,20.0,281,6,521.5666666666667,1,1,0,0,1,0
19844,4.0,2,168.0,0.0,93,2,6431.916666666668,0,1,0,0,1,0
19848,7.0,2,109.0,1.0,29,5,6139.216666666666,0,1,0,0,1,0
19849,4.0,3,82.0,0.0,17,4,131.00000000000003,0,1,0,0,1,1
19850,2.0,2,33.0,4.0,16,9,520.9000000000002,0,0,1,0,0,0
19851,4.0,2,44.0,1.0,26,4,0.0,1,1,0,0,0,0
19853,1.0,4,1133.0,37.0,9,3,69.36666666666666,0,0,1,0,1,1
19856,3.0,4,369.0,0.0,58,8,27.48333333333333,0,1,0,0,1,0
19857,2.0,3,25.0,0.0,58,2,498.55000000000007,0,1,0,0,1,0
19859,4.0,2,212.0,0.0,9,10,1454.6333333333334,0,1,0,0,1,0
19860,1.0,4,0.0,0.0,89,1,1.0333333333333334,1,1,0,0,0,1
19862,4.0,2,62.0,1.0,129,4,442.1833333333333,0,1,0,0,0,0
19863,1.0,20,190.0,40.0,11,12,17.166666666666668,1,0,1,0,0,1
19868,3.0,2,191.0,0.0,105,17,223.13333333333333,0,1,0,0,0,0
19870,4.0,4,71.0,0.0,88,2,850.0833333333335,1,1,0,0,1,1
19871,7.0,3,301.0,0.0,5,2,547.8833333333333,0,1,0,0,1,1
19872,4.0,4,230.0,4.0,16,8,281.48333333333335,1,0,1,0,0,0
19876,10.0,11,137.0,51.0,8,3,533.2833333333333,0,1,0,0,0,1
19879,4.0,3,265.0,1.0,3,6,21.6,0,1,0,0,0,0
19881,4.0,2,144.0,2.0,38,2,1350.8333333333333,0,1,0,0,1,0
19883,1.0,26,101.0,35.0,100,10,8.4,1,0,1,0,0,0
19884,4.0,6,306.0,9.0,22,2,10.616666666666667,1,1,0,0,1,1
19885,1.0,3,178.0,0.0,178,10,5.633333333333334,0,1,0,0,1,1
19886,4.0,6,311.0,8.0,215,2,1906.5,0,1,0,0,1,0
19889,2.0,15,70.0,0.0,30,3,141.16666666666666,0,0,1,0,0,0
19892,3.0,2,0.0,33.0,7,10,205.81666666666663,0,1,0,0,0,0
19893,5.0,3,74.0,6.0,212,6,387.9666666666666,0,1,0,0,1,0
19895,1.0,3,276.0,1.0,3,96,1014.35,0,0,1,0,1,0
19896,7.0,2,331.0,0.0,201,10,2726.266666666667,0,1,0,0,1,0
19897,4.0,21,537.0,0.0,65,9,0.0,1,0,1,0,1,1
19898,4.0,3,332.0,0.0,50,10,425.76666666666665,0,1,0,0,1,0
19900,5.0,2,303.0,0.0,23,5,61.08333333333334,0,1,0,0,1,0
19903,2.0,14,186.0,28.0,7,4,21.4,1,1,0,0,0,1
19906,2.0,11,0.0,0.0,145,3,14175.2,0,1,0,0,0,1
19913,1.0,7,81.0,8.0,179,14,498.6333333333334,1,1,0,0,0,1
19915,4.0,3,229.0,0.0,46,1,732.2,0,1,0,0,0,1
19916,8.0,2,74.0,9.0,171,8,6446.016666666666,0,1,0,0,1,1
19918,1.0,11,412.0,45.0,16,4,10.6,0,1,0,0,0,1
19920,3.0,8,881.0,13.0,22,3,2.35,1,0,1,0,0,0
19923,1.0,3,373.0,14.0,6,3,706.9333333333333,0,1,0,0,1,0
19925,5.0,4,173.0,3.0,178,7,485.83333333333326,0,1,0,0,1,1
19928,2.0,8,0.0,22.0,0,1,100.03333333333332,0,1,0,0,0,1
19931,2.0,2,0.0,0.0,11,3,61.98333333333334,0,1,0,0,0,1
19932,6.0,2,16.0,2.0,21,7,87.45,0,1,0,0,1,0
19934,2.0,2,296.0,0.0,146,11,82.85,0,1,0,0,1,0
19935,1.0,3,0.0,0.0,210,9,70.43333333333334,0,0,1,0,0,0
19937,4.0,28,197.0,42.0,167,6,22.15,1,1,0,0,0,1
19940,4.0,3,492.0,13.0,178,8,161.96666666666667,0,1,0,0,0,1
19941,7.0,7,208.0,1.0,81,2,271.6333333333334,1,1,0,0,1,0
19942,2.0,19,98.0,12.0,35,4,504.11666666666673,1,0,0,1,1,0
19943,1.0,4,274.0,5.0,106,91,14.033333333333333,0,1,0,0,1,1
19944,4.0,3,0.0,3.0,198,3,10.55,0,1,0,0,0,0
19946,1.0,53,247.0,12.0,64,92,10.583333333333334,1,1,0,0,1,1
19947,2.0,9,209.0,0.0,59,11,40.766666666666666,0,1,0,0,0,1
19951,1.0,15,795.0,20.0,14,2,55.08333333333334,1,0,1,0,1,0
19953,5.0,2,254.0,7.0,4,8,0.15,0,0,1,0,1,0
19957,1.0,4,113.0,0.0,20,1,3.1,0,0,1,0,1,1
19961,5.0,2,411.0,0.0,44,7,3206.5,0,0,1,0,1,0
19962,2.0,8,488.0,34.0,12,3,85.71666666666667,1,0,1,0,1,1
19963,3.0,5,92.0,2.0,127,14,9887.133333333333,0,1,0,0,0,0
19964,2.0,2,128.0,0.0,104,18,1512.583333333333,0,0,1,0,1,1
19967,4.0,13,108.0,4.0,27,5,23.966666666666665,1,1,0,0,0,0
19968,2.0,3,513.0,4.0,0,5,69.93333333333334,0,0,1,0,0,1
19972,5.0,2,117.0,1.0,143,7,1213.5666666666666,0,1,0,0,1,0
19973,2.0,2,0.0,0.0,3,3,90.26666666666668,0,0,1,0,0,1
19975,2.0,31,138.0,0.0,0,6,65.83333333333334,1,0,1,0,0,1
19977,3.0,5,306.0,3.0,209,5,1675.3833333333334,0,1,0,0,1,0
19978,1.0,6,483.0,41.0,92,13,36.43333333333333,0,0,1,0,1,0
19980,4.0,2,97.0,15.0,11,6,614.0666666666667,1,1,0,0,0,0
19984,5.0,4,21.0,0.0,10,3,263.50000000000006,0,1,0,0,0,1
19985,2.0,18,50.0,3.0,57,2,1.7166666666666666,1,1,0,0,1,0
19989,2.0,8,157.0,7.0,1,4,181.83333333333331,1,0,1,0,1,0
19992,2.0,6,137.0,16.0,19,5,88.03333333333332,0,0,1,0,1,0
19993,2.0,14,664.0,0.0,30,10,2663.383333333333,0,0,1,0,1,0
19995,1.0,6,657.0,39.0,70,108,0.75,1,1,0,0,1,0
19996,2.0,11,38.0,64.0,103,2,216.25,1,0,1,0,0,0
20001,2.0,3,84.0,5.0,129,9,67.85000000000001,1,1,0,0,1,0
20002,2.0,13,174.0,6.0,6,1,425.28333333333336,1,1,0,0,0,0
20004,4.0,31,287.0,0.0,5,4,15.316666666666668,1,1,0,0,1,0
20008,2.0,4,327.0,111.0,240,5,3.533333333333333,0,1,0,0,0,1
20009,1.0,5,438.0,32.0,68,5,305.96666666666664,1,0,1,0,1,0
20011,2.0,3,224.0,4.0,154,29,250.6,0,1,0,0,1,0
20013,8.0,2,628.0,1.0,147,9,44.41666666666666,0,1,0,0,1,1
20014,1.0,3,5.0,3.0,4,8,400.88333333333327,1,1,0,0,1,0
20015,10.0,30,342.0,17.0,35,5,1082.2666666666667,1,1,0,0,1,0
20016,2.0,5,4.0,0.0,119,4,284.6666666666667,0,1,0,0,0,1
20017,1.0,3,189.0,32.0,7,7,5.4,1,1,0,0,1,1
20020,1.0,2,174.0,96.0,78,7,42.4,0,0,1,0,1,0
20022,4.0,6,0.0,25.0,103,9,96.01666666666668,0,1,0,0,0,1
20023,2.0,3,219.0,0.0,106,6,1211.0,1,1,0,0,1,0
20025,2.0,2,7.0,0.0,123,7,663.7833333333333,0,1,0,0,0,0
20026,2.0,7,75.0,10.0,28,7,94.26666666666668,1,1,0,0,1,1
20027,2.0,5,261.0,0.0,159,1,2.466666666666667,1,1,0,0,1,0
20028,4.0,3,135.0,1.0,116,5,8130.550000000001,1,1,0,0,1,0
20029,2.0,2,0.0,1.0,1,4,640.1,0,0,1,0,0,0
20031,5.0,17,309.0,19.0,42,3,10.933333333333335,1,1,0,0,0,0
20032,8.0,2,572.0,0.0,337,4,41.1,0,1,0,0,1,0
20033,4.0,2,0.0,0.0,3,6,179.93333333333337,0,1,0,0,0,0
20036,8.0,14,577.0,0.0,153,12,174.8,0,1,0,0,1,0
20042,5.0,31,121.0,0.0,52,10,137.11666666666667,0,1,0,0,1,1
20043,3.0,2,297.0,0.0,227,4,27.16666666666667,0,1,0,0,1,1
20044,2.0,3,597.0,0.0,184,16,45.96666666666667,0,1,0,0,0,0
20047,2.0,10,132.0,0.0,207,7,4.85,0,1,0,0,1,0
20048,2.0,2,0.0,1.0,51,7,8.033333333333335,0,1,0,0,0,0
20049,2.0,4,73.0,1.0,69,7,1218.7166666666667,1,1,0,0,1,0
20050,2.0,6,327.0,0.0,187,10,940.8166666666667,0,1,0,0,1,1
20051,2.0,5,540.0,1.0,9,1,69.86666666666666,1,1,0,0,1,1
20052,2.0,4,271.0,10.0,220,8,1.4833333333333334,0,1,0,0,1,0
20053,2.0,4,124.0,44.0,9,3,528.0833333333334,0,1,0,0,1,0
20054,2.0,6,287.0,16.0,31,7,129.91666666666669,1,1,0,0,1,1
20056,4.0,3,372.0,0.0,11,5,84.28333333333333,0,1,0,0,1,0
20059,2.0,25,312.0,0.0,19,36,148.08333333333334,1,1,0,0,1,1
20060,3.0,14,125.0,69.0,34,7,11.533333333333333,1,1,0,0,0,1
20061,4.0,12,438.0,0.0,136,22,599.5,0,1,0,0,1,0
20062,4.0,5,93.0,0.0,42,2,671.8666666666667,1,1,0,0,1,0
20064,3.0,2,361.0,0.0,173,4,3.6666666666666665,0,1,0,0,1,1
20065,2.0,10,209.0,41.0,11,10,28.48333333333333,1,1,0,0,1,1
20071,2.0,8,211.0,3.0,20,3,249.80000000000004,1,1,0,0,0,0
20073,1.0,3,390.0,31.0,184,4,8.166666666666668,1,1,0,0,1,0
20074,7.0,4,285.0,0.0,125,3,113.7,0,1,0,0,1,0
20075,4.0,2,377.0,1.0,158,14,113.48333333333332,0,1,0,0,1,0
20076,4.0,11,179.0,1.0,8,21,1134.05,0,1,0,0,0,0
20077,2.0,13,107.0,25.0,7,5,254.33333333333337,1,1,0,0,1,0
20078,2.0,18,227.0,18.0,3,9,938.25,1,1,0,0,0,1
20081,4.0,4,295.0,1.0,43,9,631.7166666666667,0,1,0,0,1,0
20082,2.0,27,26.0,45.0,2,2,10.766666666666667,1,1,0,0,1,1
20083,1.0,4,27.0,0.0,4,7,750.7166666666667,0,0,0,1,1,1
20084,4.0,4,104.0,0.0,166,3,154.43333333333334,0,1,0,0,1,1
20089,2.0,3,179.0,29.0,173,7,9.983333333333333,0,1,0,0,0,1
20090,2.0,16,99.0,0.0,118,5,10.15,1,1,0,0,1,0
20091,1.0,20,147.0,2.0,0,3,1.95,1,0,1,0,1,0
20092,2.0,5,163.0,94.0,22,1,179.65,1,0,1,0,1,0
20096,4.0,4,339.0,0.0,86,7,307.6166666666667,0,1,0,0,1,0
20097,2.0,4,161.0,0.0,2,3,0.45,1,0,1,0,1,0
20098,4.0,3,203.0,0.0,30,4,0.8,0,1,0,0,1,0
20099,3.0,2,238.0,3.0,51,3,347.9,0,1,0,0,1,1
20101,3.0,2,0.0,1.0,202,10,19.983333333333334,0,1,0,0,0,0
20105,2.0,2,203.0,0.0,18,5,1685.2,0,1,0,0,1,1
20106,2.0,7,655.0,85.0,342,5,758.4,0,1,0,0,0,1
20108,2.0,38,83.0,39.0,36,7,21.45,1,1,0,0,0,1
20111,2.0,2,0.0,19.0,127,1,175.23333333333332,0,1,0,0,0,1
20114,3.0,4,194.0,33.0,11,7,4.883333333333334,0,1,0,0,0,0
20117,1.0,11,58.0,2.0,9,2,27.88333333333333,0,0,1,0,0,1
20118,2.0,16,206.0,13.0,42,7,432.6833333333333,0,1,0,0,1,0
20119,4.0,7,201.0,1.0,32,4,5.05,0,1,0,0,1,0
20120,2.0,13,342.0,21.0,15,3,43.53333333333333,0,0,1,0,1,1
20123,2.0,40,226.0,0.0,22,5,1.0666666666666669,0,0,1,0,1,0
20124,1.0,4,107.0,2.0,138,14,0.9333333333333332,0,1,0,0,1,0
20125,4.0,16,158.0,4.0,11,2,571.8666666666667,1,1,0,0,0,1
20126,6.0,5,273.0,0.0,23,7,89.56666666666666,0,1,0,0,0,0
20127,2.0,9,67.0,6.0,8,3,40.21666666666667,1,1,0,0,1,1
20128,2.0,5,358.0,8.0,3,3,5.2,1,1,0,0,0,0
20129,1.0,3,386.0,1.0,42,69,161.76666666666668,0,0,1,0,1,1
20133,4.0,4,237.0,0.0,188,9,701.2333333333332,0,1,0,0,1,0
20134,2.0,3,148.0,3.0,26,5,471.9666666666666,1,0,1,0,1,0
20137,2.0,3,550.0,12.0,214,15,1126.7,0,0,1,0,0,0
20140,2.0,18,165.0,2.0,41,10,361.25,1,1,0,0,0,0
20142,2.0,5,300.0,18.0,46,10,73.35,1,1,0,0,0,0
20146,2.0,5,0.0,0.0,6,3,2.783333333333333,0,1,0,0,0,0
20147,2.0,4,108.0,1.0,79,5,855.0833333333335,0,1,0,0,0,1
20148,1.0,4,234.0,14.0,13,2,2.4166666666666665,1,0,1,0,1,0
20149,1.0,3,152.0,27.0,216,5,15.7,1,1,0,0,1,1
20152,2.0,14,408.0,6.0,31,15,2.333333333333333,1,1,0,0,1,0
20153,3.0,4,218.0,0.0,92,8,2197.583333333333,0,1,0,0,0,1
20155,6.0,8,118.0,0.0,92,4,89428.21666666666,0,1,0,0,1,0
20156,5.0,3,339.0,0.0,109,1,291.53333333333336,0,1,0,0,1,0
20158,2.0,4,258.0,0.0,125,28,755.9333333333333,0,1,0,0,0,1
20174,6.0,2,0.0,0.0,147,2,1354.7833333333333,0,1,0,0,0,1
20175,10.0,11,439.0,0.0,275,7,567.5333333333333,1,1,0,0,1,1
20176,6.0,4,251.0,0.0,114,3,398.88333333333327,0,1,0,0,0,1
20177,1.0,10,67.0,3.0,76,10,363.65,1,0,1,0,0,0
20180,4.0,3,379.0,1.0,23,3,84.9,0,1,0,0,1,0
20182,2.0,2,101.0,0.0,198,5,50.85,0,1,0,0,1,0
20184,5.0,3,0.0,12.0,13,2,319.23333333333335,1,1,0,0,0,0
20185,4.0,2,113.0,15.0,226,8,90.38333333333334,0,1,0,0,1,0
20188,3.0,2,0.0,0.0,101,5,25.13333333333333,0,1,0,0,0,1
20193,2.0,12,346.0,6.0,16,5,437.23333333333335,1,1,0,0,0,1
20194,1.0,3,283.0,9.0,185,17,434.7,0,1,0,0,1,1
20195,2.0,6,0.0,1.0,108,4,1389.3166666666666,0,1,0,0,0,1
20197,3.0,27,114.0,3.0,30,5,1503.783333333333,1,1,0,0,1,0
20198,2.0,18,6.0,1.0,17,4,60.51666666666666,1,0,1,0,1,0
20200,6.0,2,63.0,0.0,28,5,1231.7166666666667,0,1,0,0,1,0
20201,2.0,2,142.0,1.0,56,2,1101.6833333333334,1,0,1,0,0,0
20203,2.0,2,441.0,0.0,30,7,354.81666666666666,0,1,0,0,1,0
20205,4.0,2,158.0,1.0,196,6,1974.7000000000005,0,1,0,0,1,0
20207,3.0,2,387.0,5.0,72,60,8.133333333333335,0,1,0,0,1,0
20208,4.0,3,341.0,0.0,56,6,497.80000000000007,1,1,0,0,1,1
20211,1.0,5,107.0,0.0,185,11,5.583333333333332,0,1,0,0,1,0
20213,2.0,2,148.0,18.0,0,4,1005.3333333333336,0,1,0,0,0,1
20214,1.0,46,675.0,5.0,20,6,70.43333333333334,1,0,1,0,0,0
20216,2.0,3,456.0,0.0,55,34,103.45,0,1,0,0,1,0
20217,5.0,4,234.0,0.0,286,10,5998.416666666668,0,1,0,0,1,0
20219,4.0,4,0.0,0.0,122,3,733.3,0,1,0,0,0,0
20220,2.0,3,319.0,0.0,98,4,17.8,1,1,0,0,1,0
20223,3.0,2,157.0,42.0,28,3,823.9833333333332,0,1,0,0,1,0
20224,3.0,10,122.0,0.0,185,2,135.46666666666667,1,1,0,0,1,1
20227,4.0,4,54.0,1.0,99,15,94.53333333333332,0,1,0,0,1,0
20229,1.0,18,214.0,3.0,125,22,485.4,1,0,1,0,1,1
20231,2.0,3,228.0,53.0,2,2,227.4,1,0,1,0,1,0
20234,2.0,9,140.0,14.0,41,9,564.9666666666667,1,1,0,0,1,1
20235,5.0,7,118.0,0.0,75,20,77.03333333333333,0,1,0,0,0,0
20237,6.0,2,139.0,0.0,175,9,319.4,0,1,0,0,1,0
20239,2.0,5,88.0,4.0,68,7,317.0,1,0,1,0,1,0
20240,2.0,2,231.0,0.0,2,1,8103.016666666667,0,1,0,0,1,0
20241,4.0,3,214.0,2.0,20,11,870.7666666666668,1,1,0,0,1,1
20244,4.0,10,176.0,4.0,174,4,48.45,1,1,0,0,0,1
20245,2.0,3,80.0,0.0,203,5,128.60000000000002,0,0,0,1,1,1
20248,4.0,8,199.0,9.0,75,2,101.31666666666666,0,1,0,0,0,1
20249,6.0,2,79.0,0.0,172,6,30.86666666666667,0,1,0,0,1,0
20250,4.0,4,518.0,13.0,46,3,7.983333333333333,1,1,0,0,1,1
20251,2.0,13,369.0,14.0,22,7,723.1666666666665,1,1,0,0,0,0
20252,1.0,3,166.0,13.0,1,4,747.25,1,1,0,0,1,0
20253,1.0,2,219.0,18.0,0,44,736.9833333333332,0,1,0,0,0,1
20254,1.0,3,136.0,6.0,3,3,154.8,0,1,0,0,1,0
20256,3.0,7,368.0,40.0,18,15,3.2333333333333334,1,1,0,0,0,1
20257,2.0,3,117.0,0.0,130,116,373.9666666666666,0,1,0,0,1,0
20258,4.0,2,406.0,0.0,27,13,135.0666666666667,0,1,0,0,1,0
20260,1.0,4,198.0,0.0,2,5,141.11666666666667,1,1,0,0,1,0
20263,4.0,4,384.0,0.0,193,7,326.21666666666664,0,1,0,0,1,0
20264,1.0,5,280.0,6.0,153,18,2833.666666666666,0,1,0,0,0,0
20267,2.0,3,0.0,0.0,195,1,57.21666666666667,0,1,0,0,0,0
20272,4.0,24,468.0,0.0,121,7,1.2,0,1,0,0,0,0
20273,2.0,6,569.0,0.0,2,2,46.08333333333334,1,1,0,0,1,1
20275,4.0,6,74.0,36.0,209,2,1281.9166666666667,0,1,0,0,1,0
20278,2.0,3,257.0,0.0,86,8,910.0,1,1,0,0,1,0
20279,8.0,9,268.0,15.0,118,4,3.7666666666666666,1,1,0,0,1,0
20280,2.0,2,454.0,0.0,25,4,102.28333333333332,0,1,0,0,0,0
20283,2.0,8,288.0,0.0,48,5,42.85,0,0,1,0,1,1
20284,5.0,9,97.0,9.0,28,3,658.55,0,1,0,0,1,0
20285,2.0,2,150.0,0.0,27,5,689.1,0,0,1,0,0,1
20287,3.0,3,593.0,0.0,19,3,373.9666666666666,0,1,0,0,0,1
20288,4.0,2,94.0,2.0,12,4,1738.5166666666669,0,1,0,0,1,1
20289,2.0,2,209.0,2.0,32,3,765.6666666666665,0,1,0,0,1,1
20290,2.0,2,67.0,29.0,145,11,8.633333333333333,0,1,0,0,1,0
20296,2.0,4,111.0,1.0,63,69,1111.4333333333334,0,1,0,0,0,0
20298,2.0,7,263.0,3.0,7,4,2.716666666666667,1,0,1,0,1,0
20301,2.0,2,149.0,1.0,118,11,1159.3166666666666,0,1,0,0,0,1
20302,2.0,2,69.0,0.0,108,14,189.11666666666667,0,1,0,0,0,1
20304,4.0,3,139.0,0.0,29,6,86.11666666666666,0,0,1,0,1,0
20305,2.0,3,111.0,12.0,90,2,488.16666666666674,0,1,0,0,0,1
20308,2.0,10,234.0,6.0,8,7,54.55,1,1,0,0,0,0
20310,2.0,28,454.0,0.0,20,3,7.783333333333334,1,1,0,0,0,1
20311,1.0,2,345.0,16.0,70,9,1237.5333333333333,0,0,1,0,1,0
20314,1.0,3,0.0,4.0,0,1,48.18333333333333,0,0,1,0,0,1
20317,1.0,5,458.0,46.0,21,7,291.23333333333335,1,0,1,0,1,0
20318,1.0,3,403.0,0.0,97,8,115.35,0,1,0,0,0,0
20326,2.0,11,131.0,4.0,198,3,16.150000000000002,1,1,0,0,1,0
20327,1.0,6,147.0,2.0,1,5,954.6,0,1,0,0,0,1
20328,2.0,5,421.0,4.0,104,208,492.9500000000001,0,1,0,0,1,0
20329,2.0,5,603.0,0.0,199,9,45.01666666666666,0,1,0,0,0,1
20331,2.0,3,207.0,0.0,96,2,657.7333333333332,0,1,0,0,1,0
20332,1.0,15,81.0,111.0,47,5,6.7,1,1,0,0,0,0
20335,3.0,8,0.0,1.0,27,5,234.4333333333333,1,1,0,0,0,0
20337,2.0,3,99.0,5.0,7,4,8487.800000000001,0,1,0,0,0,0
20338,1.0,8,49.0,3.0,7,2,1.8666666666666667,1,1,0,0,1,1
20340,2.0,3,473.0,1.0,11,122,375.36666666666673,0,1,0,0,1,1
20342,6.0,4,51.0,1.0,22,6,437.81666666666666,1,1,0,0,1,0
20343,2.0,10,484.0,20.0,22,18,19.0,1,1,0,0,0,0
20344,3.0,2,141.0,5.0,31,8,1212.15,0,1,0,0,1,0
20346,5.0,5,468.0,11.0,20,3,509.60000000000014,1,1,0,0,0,0
20347,2.0,2,84.0,0.0,206,12,562.2666666666668,0,1,0,0,0,0
20348,3.0,3,0.0,0.0,92,5,13.766666666666667,0,1,0,0,0,0
20349,1.0,2,161.0,0.0,15,31,2487.9666666666667,0,1,0,0,1,1
20350,5.0,2,0.0,0.0,196,1,842.2333333333332,0,1,0,0,0,1
20351,2.0,2,738.0,11.0,143,1,0.0,0,0,1,0,0,0
20353,2.0,4,82.0,0.0,31,5,15.716666666666667,0,1,0,0,1,0
20354,8.0,10,0.0,0.0,118,5,10.2,0,1,0,0,0,0
20355,2.0,3,289.0,1.0,99,3,170.31666666666666,1,1,0,0,1,1
20356,4.0,6,195.0,0.0,68,21,5369.516666666666,0,1,0,0,1,1
20359,5.0,2,294.0,0.0,24,4,1458.3,0,1,0,0,0,0
20360,2.0,2,106.0,33.0,26,5,133.03333333333336,0,0,1,0,1,0
20361,2.0,2,548.0,3.0,30,4,4826.666666666667,0,1,0,0,0,1
20362,4.0,5,177.0,0.0,123,5,1237.45,1,1,0,0,1,0
20364,8.0,3,409.0,0.0,214,3,1095.2166666666667,0,1,0,0,1,0
20365,2.0,4,61.0,0.0,101,5,601.4333333333333,0,1,0,0,1,0
20366,1.0,2,273.0,50.0,20,9,166.48333333333332,0,1,0,0,1,1
20367,2.0,2,326.0,0.0,27,6,17.133333333333333,0,0,1,0,0,0
20368,2.0,5,252.0,0.0,129,6,40.06666666666667,0,1,0,0,1,0
20370,4.0,4,126.0,0.0,27,6,6552.3,0,1,0,0,1,0
20371,2.0,2,80.0,0.0,91,4,315.1166666666667,0,1,0,0,1,1
20372,2.0,25,170.0,1.0,22,5,0.0,1,0,1,0,1,0
20373,2.0,4,264.0,0.0,132,9,1742.8166666666666,0,1,0,0,1,0
20374,6.0,3,315.0,5.0,10,2,3.033333333333333,1,1,0,0,1,0
20376,2.0,2,0.0,2.0,9,5,7.633333333333335,0,1,0,0,0,0
20381,2.0,29,205.0,6.0,5,4,36.48333333333333,1,1,0,0,0,0
20382,6.0,3,67.0,0.0,146,4,1350.05,0,1,0,0,1,1
20383,3.0,3,126.0,3.0,57,2,151.85,0,1,0,0,1,0
20387,5.0,4,239.0,0.0,178,3,1269.8833333333334,0,1,0,0,0,0
20391,5.0,2,258.0,47.0,16,3,1078.5833333333335,0,1,0,0,0,1
20392,4.0,3,155.0,1.0,72,7,2273.833333333333,0,1,0,0,1,1
20395,3.0,3,320.0,10.0,201,10,296.45,1,1,0,0,1,0
20396,3.0,3,110.0,0.0,23,5,1434.6,0,1,0,0,1,0
20397,2.0,9,341.0,31.0,189,175,247.43333333333337,0,1,0,0,1,1
20401,2.0,5,220.0,1.0,8,4,157.61666666666667,0,0,0,1,1,0
20402,1.0,4,70.0,1.0,104,4,0.03333333333333333,0,0,1,0,1,0
20404,5.0,2,214.0,0.0,22,5,62.00000000000001,0,1,0,0,1,1
20405,6.0,2,495.0,1.0,127,3,200104.7333333333,0,1,0,0,1,0
20406,3.0,3,58.0,0.0,98,3,924.8,0,1,0,0,1,1
20407,4.0,2,531.0,0.0,181,29,444.45,0,1,0,0,1,0
